"﻿""Story Primary ID""",Story ID,User Primary ID,User ID,Gender,Age,Title,Account Created Date,Interest,ADL Flag,Event Title,Event Category,Event Flag,Mental Illness Prevalance by Age,Mental Illness Prevalance by Gender,Mental Illness Prevalance by Age and Gender,language-google,language-tika,translated title,Object_Recognized,captions,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,Location name,Lng.,Lat.
96976,STY1651003359,29010,USR1647326606,male,29,America in a gun dilemma.,2022-03-15 12:13:26,"shooting, gun violence in america",1,,,0,25,15,4,en,en,America in a gun dilemma.,"['rifle', 'assault rifle, assault gun']","['a close up of a motorcycle on a city street', 'a close up of a motorcycle on a street', 'a close up of a motorcycle with a helmet on it']",0.009099175222218,0.0004121795936953,0.0010395749704912,0.0021734102629125,0.0029344912618398,0.0028284892905503,0.0011325721861794,American Samoa,-169.47767,-14.23377
96975,STY1651003122,10534,USR1636448509,male,45,"Musica, tre donne vincono il contest del concerto del primo Maggio",2021-11-09 14:31:49,musica,1,,,0,25,15,4,it,it,"Music, three women win the contest of the May 1st concert","['shower cap', 'comic book']","['a woman is sitting on a bed with a book .', 'a woman is sitting on a bed with a book', 'a woman is sitting on a bed with a stuffed bear .']",0.0005656642606481,3.390424581084517e-06,5.9131805755896494e-05,0.0001831768022384,0.0001202791900141,2.5883125999826007e-05,2.531709651520941e-05,Rome,12.51133,41.89193
96974,STY1651003023,28999,USR1647276503,male,22,"TRENDING: Misha

Misha Collins 'comes out' as straight after a joke about being bisexual",2022-03-14 22:18:23,"misha collins, us trends",1,,,0,30,15,4,en,en,"TRENDING: Misha

Misha Collins 'comes out' as straight after a joke about being bisexual","[""academic gown, academic robe, judge's robe"", 'Windsor tie']","['a man in a white shirt talking on a cell phone .', 'a man in a white shirt talking on a cellphone .', 'a man in a white shirt talking on a cell phone']",0.0933616310358047,0.0006461114971898,0.008378405123949,0.0421521291136741,0.0064684832468628,0.000241339294007,0.0261747054755687,New Jersey,-74.49987,40.16706
96967,STY1650998642,33779,USR1650903932,,25,"White Tie's Supremacy, added to Met Gala 2022 theme",2022-04-25 21:55:32,met gala,1,Twitter Announces Elon Musk Will Buy Twitter for $44 Billion ,News ,0,30,21,6,en,en,"White Tie's Supremacy, added to Met Gala 2022 theme","['suit, suit of clothes', 'bow tie, bow-tie, bowtie']","['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing next to a woman .', 'a man in a suit and tie standing in a room']",0.0078451409935951,1.17385989142349e-05,0.0001468017580918,0.0038777184672653,0.0011647674255073,8.968386828200892e-05,8.613615500507876e-05,American Samoa,-169.47767,-14.23377
96963,STY1650996582,9349,USR1633599973,female,21,UN experts: The situation of Afghan women has deteriorated,2021-10-07 15:16:13,"afghan women, situation of afghan in afghanistan, united states, human rights, women rights in afghanistan, afghanistan war, taliban government, emirate islamic taliban, gender equality",1,,,0,30,25,7,en,en,UN experts: The situation of Afghan women has deteriorated,"['cloak', 'abaya']","['a pair of shoes sitting on top of a sandy beach .', 'a pair of shoes sitting on top of a beach .', 'a pair of shoes sitting on top of a blue chair .']",0.0020285695791244,1.2782646081177518e-05,7.593278132844716e-05,0.0011801791843026,0.0005485215806402,0.0001137139479396,0.0002106007450493,Washington,-120.50147,47.50012
96956,STY1650993298,11045,USR1637258628,others,22,Ameesha Patel responds to cheating accusations,2021-11-18 23:33:48,"bollywood, Entertainment",1,,,0,30,21,6,en,en,Ameesha Patel responds to cheating accusations,"['web site, website, internet site, site']","['a woman in a white dress holding a white frisbee .', 'a woman in a white dress holding a white sheet .', 'a woman in a white dress holding a white frisbee']",0.0007547925924882,1.4139648101263449e-06,5.527398025151342e-05,7.151326281018555e-05,0.000215038380702,1.993263140320778e-05,2.163677345379256e-05,Uttar Pradesh,80.75,27.25
96955,STY1650992661,3829,USR1617893753,male,43,Over 1000 runners participated in the third edition of the Tuffman Kasauli Hills Half Marathon,2021-04-08 20:25:53,"tuffman kasauli hill run, run, Sports",1,,,0,25,15,4,en,en,Over 1000 runners participated in the third edition of the Tuffman Kasauli Hills Half Marathon,"['flagpole, flagstaff', 'balloon']","['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a lush green field .', 'a group of people standing around a beach .']",0.0009988681413233,5.2120667533017695e-06,0.0002007111470447,0.0001435874146409,0.0001998213265324,3.389970515854657e-05,5.8850026107393205e-05,Union Territory of Andaman and Nicobar Islands,92.67517,11.70065
96951,STY1650990869,28646,USR1646131008,male,30,"“Beast” Haaland needs to come Arsenal says Odegaard amid
Premier League links for striker",2022-03-01 16:06:48,"erling haaland, premier league, football, news",1,,,0,25,15,4,en,en,"“Beast” Haaland needs to come Arsenal says Odegaard amid
Premier League links for striker","['rugby ball', 'soccer ball']","['a soccer player is kicking a soccer ball .', 'a soccer player is kicking a soccer ball', 'a soccer player is kicking a ball on the field .']",0.0032886485569179,6.433789621951291e-06,0.0004165284044574,0.0004591566394083,0.0007565366686321,5.441511166281998e-05,7.716567779425532e-05,Europe,9.14062,48.69096
96949,STY1650989829,21,USR1605632983,male,44,Who will bell China on Covid?,2020-11-17 22:39:43,"Health, Economy, china",0,,,0,25,15,4,en,en,Who will bell China on Covid?,"['suit, suit of clothes', 'Windsor tie']","['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in front of a building .']",0.0003897424321621,1.1415584140195278e-06,2.3369913833448663e-05,9.276291530113669e-05,0.0001106892523239,1.4246554201235996e-05,1.081492973753484e-05,People’s Republic of China,105.0,35.0
96942,STY1650984918,10695,USR1636632146,others,25,"Diabetes, prediabetes, and suicide deaths in a Japanese working population",2021-11-11 17:32:26,diabetes,1,,,0,30,21,6,en,en,"Diabetes, prediabetes, and suicide deaths in a Japanese working population",['pill bottle'],"['a bunch of bananas are on a cutting board', 'a bunch of bananas are on a cutting board .', 'a cutting board with a knife and some carrots .']",0.0011988990008831,4.062062998855254e-06,7.417322194669396e-05,0.0001175090437754,0.0001450433046557,0.0001562629768159,4.292197627364658e-05,Japan,139.75309,35.68536
96940,STY1650984013,10534,USR1636448509,male,45,"COldiretti, con -4,8% semine mais è sos allevamenti",2021-11-09 14:31:49,"mais, allevamenti",1,,,0,25,15,4,it,it,"COldiretti, with -4.8% sown but not raised","['ear, spike, capitulum', 'corn']","['a close up of a plate of food with broccoli', 'a close up of a plate of food', 'a close up of a plate of food with meat']",0.0005488541792146,2.5922943223122275e-06,6.662503437837586e-05,0.0001212683346238,0.00013015413424,1.783894549589604e-05,2.548598604334984e-05,Town of Italy,-96.88662,32.18574
96939,STY1650983414,22770,USR1642425119,male,40,Roger Federer annuncia la data del suo rientro,2022-01-17 18:41:59,"tennis, roger federer",1,,,0,25,15,4,it,it,Roger Federer Announces Date of Return,"['web site, website, internet site, site']","['a group of people standing next to each other .', 'a group of people standing next to each other in front of a clock .', 'a group of people standing next to each other in a room .']",0.0003990521654486,1.21068751468556e-06,3.095626743743196e-05,7.183820707723498e-05,0.0001249410997843,1.4331735656014644e-05,1.2603483810380569e-05,Wimbledon,-0.20805,51.42212
96937,STY1650982274,25709,USR1643166496,male,31,Pau Torres - United or City Bound?,2022-01-26 08:38:16,"pau torres, villarreal, Sports, football, visualization, football analysis",1,,,0,25,15,4,en,en,Pau Torres - United or City Bound?,"['honeycomb', 'shield, buckler']","['a large bird flying over a building with a clock .', 'a large clock on a building with a sky background', ""a large bird flying over a building with a clock on it 's side .""]",0.000549562217202,3.269803755756584e-06,7.092268788255751e-05,0.0001072385493898,0.0001688129996182,2.0394356397446245e-05,2.3116252123145387e-05,City of Chelsea,-71.03249,42.3959
96936,STY1650982228,25455,USR1643055418,,24,Erik Ten Hag makes a three-man shortlist at Manchester United!,2022-01-25 01:46:58,"manchester united, erik ten hag, pau torres, jurrien timber, darwin nunez, benfica, villarreal, ajax, english premier league, premier league, football, football ⚽️, Sports, soccer",1,,,0,30,21,6,en,en,Erik Ten Hag makes a three-man shortlist at Manchester United!,"['ballplayer, baseball player', 'sweatshirt']","['a young boy wearing a catchers mitt on a baseball field .', 'a young boy wearing a catchers mitt while standing on a field .', 'a young boy wearing a baseball uniform and holding a baseball bat .']",0.0008093810174614,4.480112693272531e-06,0.0001697090483503,0.0001474465243518,0.0001887522812467,2.1523685063584708e-05,4.305857873987407e-05,Manchester,-2.25,53.41667
96934,STY1650981253,25455,USR1643055418,,24,Erik Ten Hag Concerned that David De Gea won't Fit in his Style at Manchester United!,2022-01-25 01:46:58,"manchester united, david de gea, english premier league, premier league, erik ten hag, football, manchester, england, soccer, Sports, football ⚽️",1,,,0,30,21,6,en,en,Erik Ten Hag Concerned that David De Gea won't Fit in his Style at Manchester United!,"['balance beam, beam', 'parallel bars, bars']","['a man riding a skateboard down a street .', 'a young man riding a skateboard down a street .', 'a man riding a skateboard down the side of a ramp .']",0.000546648632735,1.786920620361343e-06,5.8134271966991946e-05,9.546888031763956e-05,0.0001710471988189,1.935724139912054e-05,1.620160401216708e-05,Manchester,-2.25,53.41667
96933,STY1650981176,25709,USR1643166496,male,31,Pau Torres - United or City Bound ?      ,2022-01-26 08:38:16,"pau torres, villarreal, Sports, football, visualization",1,,,0,25,15,4,en,en,Pau Torres - United or City Bound ?      ,"['soccer ball', 'volleyball']","['a man in a white shirt and black shorts playing soccer .', 'a man in a white shirt and blue shorts playing soccer .', 'a man in a blue shirt and white shorts playing soccer .']",0.0007343509350903,5.449840045912424e-06,0.0001056998517015,0.0001601812837179,0.0001906831312226,2.614183358673472e-05,3.9993530663196e-05,Kingdom of Spain,-4.0,40.0
96932,STY1650980999,11859,USR1638425715,male,21,পাকিস্তানের ৬টি-সহ ১৬টি ইউটিউব চ্যানেল নিষিদ্ধ করল ভারত সরকার,2021-12-02 11:45:15,pakistan,1,,,0,30,15,4,bn,bn,16 YouTube channels including 6 in Pakistan were banned by the Government of India,"['Band Aid', 'street sign']","['a red stop sign sitting on the side of a road .', 'a red stop sign sitting on top of a metal pole .', 'a red stop sign sitting on the side of a street .']",0.0065635340288281,1.593640809005592e-05,0.0028664974961429,0.0002118461707141,0.0006910418160259,4.60943701909855e-05,0.0010724073508754,British Indian Ocean Territory,72.0,-6.0
96929,STY1650980805,26666,USR1643620553,,22,England's National Dish: Chicken Tikka Masala,2022-01-31 14:45:53,"chicken tikka masala, indian cuisine, international cuisine",0,,,0,30,21,6,en,en,England's National Dish: Chicken Tikka Masala,"['hot pot, hotpot', 'frying pan, frypan, skillet']","['a table topped with plates and bowls of food .', 'a table topped with plates of food and bowls of food .', 'a table topped with plates of food and bowls of salad .']",0.0011934993090108,2.096078105751076e-06,3.5298304283060133e-05,0.0005858212825842,0.0002218438603449,3.208460475434549e-05,1.958291068149265e-05,United Kingdom of Great Britain and Northern Ireland,-2.69531,54.75844
96924,STY1650979947,28775,USR1646643829,,29,"After a 19-year career, an ex-England women's defender has announced his retirement",2022-03-07 14:33:49,"anita asante, aston villa, women's football, news",1,Global Covid Death Toll Passes 6 Million ,Health ,0,25,21,5,en,en,"After a 19-year career, an ex-England women's defender has announced his retirement",['basketball'],"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a young boy holding a tennis racquet on a tennis court .']",0.0008752204012125,1.2465432519093156e-05,0.0001054144886438,0.0006522565381601,0.0002962038270197,3.904700497514568e-05,0.0001581841352162,London,-0.30864,51.49227
96923,STY1650979608,28775,USR1646643829,,29,NEW CONTRACT FOR SPURS CAPTAIN SHELINA ZADORKSY,2022-03-07 14:33:49,"shelina zadorsky, tottenham, women's football, news",1,Global Covid Death Toll Passes 6 Million ,Health ,0,25,21,5,en,en,NEW CONTRACT FOR SPURS CAPTAIN SHELINA ZADORKSY,"['basketball', 'jersey, T-shirt, tee shirt']","['a young boy holding a baseball bat on a field .', 'a young boy holding a tennis racquet on a tennis court .', 'a young boy holding a baseball bat in his hands .']",0.0006422630394808,3.243271976316464e-06,8.894858910935e-05,0.0001293887908104,0.0001400214096065,1.859411713667214e-05,3.746570655493997e-05,Orlando,-81.37924,28.53834
96922,STY1650979154,32675,USR1650434732,,21,Ramadan: a dietitian offers tips for healthy fasting,2022-04-20 11:35:32,"ramadan kareem, the conversation",1,,,0,30,21,6,en,en,Ramadan: a dietitian offers tips for healthy fasting,"['grocery store, grocery, food market, market', 'hot pot, hotpot']","['a group of people standing around a table filled with food .', 'a group of people sitting around a table with food .', 'a group of people sitting at a table with food .']",0.0085722235962748,6.155062146717682e-05,0.0004908363334834,0.0063949525356292,0.0008491942426189,0.0001444182853447,0.0004667101602535,South Africa,24.0,-29.0
96912,STY1650975539,15152,USR1641389627,male,23,Spurs' top 4 hopes hang in balance with the North London Derby and an Anfield visit to follow,2022-01-05 19:03:47,"spurs, tottenham hotspur, arsenal, gunners, football, football ⚽️, premier league",1,"US Reaches Record Number of Covid-19 Cases, Most Being the Omicron Variant ",Health ,0,30,15,4,en,en,Spurs' top 4 hopes hang in balance with the North London Derby and an Anfield visit to follow,"['volleyball', 'jersey, T-shirt, tee shirt']","['a baseball player holding a bat on a field .', 'a baseball player holding a baseball bat on a field .', 'a baseball player holding a bat on a field']",0.0005026047001592,1.5094930176928756e-06,4.259381603333168e-05,8.85284534888342e-05,0.0001381962210871,1.5693171008024365e-05,1.620383045519702e-05,Brighton,-0.13947,50.82838
96910,STY1650972637,13989,USR1640344031,male,21,Are the Rajapaksas set to face a no-confidence motion in Sri Lanka?,2021-12-24 16:37:11,"sri lanka, rajapaksa",1,,,0,30,15,4,en,en,Are the Rajapaksas set to face a no-confidence motion in Sri Lanka?,"['bolo tie, bolo, bola tie, bola']","['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing around each other .']",0.000601144565735,1.204547857014404e-06,3.937516521546058e-05,8.472778426948935e-05,0.0002052261261269,1.7436568668927066e-05,1.288940075028222e-05,Democratic Socialist Republic of Sri Lanka,80.75,7.75
96900,STY1650969428,10534,USR1636448509,male,45,"Italia brilla, unicef a sostegno delle materie STEM",2021-11-09 14:31:49,stem,1,,,0,25,15,4,it,it,"Italy shines, unicef in support of STEM matters","['lakeside, lakeshore', 'wing']","['a view of a mountain range from a plane .', 'a view of a mountain range from below .', 'a view of a mountain range from a plane window .']",0.0012079351581633,5.925381174165523e-06,0.000132132161525,0.0003540769976098,0.0002688670938368,2.5379849830642343e-05,0.0001855209266068,Federal Republic of Germany,10.5,51.5
96899,STY1650969156,9349,USR1633599973,female,21,Girls education; Heather Barr says world delegates just hold meetings and take pictures,2021-10-07 15:16:13,"united nations, united states, european union, europe, emirate islamic taliban, taliban government, human rights, Education, women's rights, women's rights watch, human rights watch, school closed, school closed in afghanistan, girls education",1,,,0,30,25,7,en,en,Girls education; Heather Barr says world delegates just hold meetings and take pictures,"['crossword puzzle, crossword', 'quill, quill pen']","['a man sitting on a bed using a laptop computer .', 'a man sitting on a bed using a laptop .', 'a woman sitting on a bed with a laptop .']",0.0031964748632162,2.7447887987364084e-05,0.0001221238053403,0.0039140856824815,0.0007172388141043,0.000234429797274,0.0001996891369344,Logar Kili,69.37093,30.51212
96896,STY1650967976,29000,USR1647278097,male,55,7th wonder of the world. Indeed it is.,2022-03-14 22:44:57,"taj mahal, india",0,,,0,14,15,2,en,en,7th wonder of the world. Indeed it is.,['mosque'],"['a group of people standing next to each other .', 'a man and a woman standing next to each other .', 'a man and a woman standing next to each other on a sidewalk .']",0.0006382557912729,1.415235601598397e-06,3.890950756613165e-05,0.0001095153638743,0.0001613810745766,2.2271080524660647e-05,1.4233787624107208e-05,Delhi,77.23149,28.65195
96894,STY1650967202,28675,USR1646214909,female,20,"When They Judge you , Just Yawn 🥱
When They Condemn you , Just ignore ❌",2022-03-02 15:25:09,"#womens equality, #women, #equal rights, #pixstory, #stop judging women, #stopjudging, #womenpower, #equality, #womens right",1,,,0,30,25,7,en,en,"When They Judge you , Just Yawn 🥱
When They Condemn you , Just ignore ❌",['comic book'],"['a pair of scissors sitting on top of a table .', 'a pair of scissors sitting on top of a piece of paper .', 'a pair of scissors sitting on top of a box .']",0.053029466420412,0.000141271870234,0.0016938386252149,0.0187224820256233,0.0061651901341974,0.0008008776931092,0.0300906784832477,Little Rock,-92.28959,34.74648
96893,STY1650966591,28646,USR1646131008,male,30,"Pundit Micah Richards claims Manchester City must continue to play Sterling and
Jesus",2022-03-01 16:06:48,"micah richards, manchester city, football, news",1,,,0,25,15,4,en,en,"Pundit Micah Richards claims Manchester City must continue to play Sterling and
Jesus","['jersey, T-shirt, tee shirt', 'torch']","['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']",0.0011439610971137,1.1757937500078697e-05,0.0001551427994854,0.0003132530837319,0.0003391336358617,2.5811024897848256e-05,7.463127985829487e-05,Town of Sterling,-71.773,42.44125
96892,STY1650965343,9818,USR1635197298,female,39,Adventures in India pt II,2021-10-26 02:58:18,"travel, india",0,,,0,25,25,6,en,en,Adventures in India pt II,"['sombrero', 'cowboy hat, ten-gallon hat']","['a woman is sitting on a bench with a hat .', 'a woman is sitting on a bench with a hat on .', 'a woman is sitting on a bench with a hat on her head .']",0.0004812263650819,1.2945015441800931e-06,2.6792087737703696e-05,0.0001027879916364,0.0001369607198284,1.6691930795786902e-05,1.2196024727018084e-05,Dubai,55.30927,25.07725
96890,STY1650965021,22770,USR1642425119,male,40,"Mistero Djokovic: ""Un malessere ha colpito il mio metabolismo""",2022-01-17 18:41:59,"tennis, novak djokovic",1,,,0,25,15,4,it,it,"Mistero Djokovic: ""A malaise hit my metabolism""","['racket, racquet', 'tennis ball']","['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racket on a tennis court .']",0.0007248368347063,5.431653789855773e-06,8.421973325312138e-05,0.0002254518185509,0.0001550280430819,2.0838817363255657e-05,4.9626669351710007e-05,Belgrade,20.46513,44.80401
96889,STY1650964813,6127,USR1621494124,male,31,JK Rowling Gets Told Off By The Founder Of Lesbian Visbility Week For Appropriating Queerness,2021-05-20 12:32:04,"Inequality, transgender rights, trans athletes, transgender, trans youth, transgender community, lgbtq+, lgbtqia+, lgbt, lgbtq, lgbtqia, lgbtiqa+, lgbt community, lgbtq community, lgbtqi",1,Texas Abortion Law Bans Most Abortions After Six Weeks ,Politics ,0,25,15,4,en,en,JK Rowling Gets Told Off By The Founder Of Lesbian Visbility Week For Appropriating Queerness,"['suit, suit of clothes', 'trench coat']","['a man in a suit and tie sitting in a chair .', 'a man in a suit and tie sitting on a couch .', 'a man in a suit and tie sitting in a chair']",0.0282184649258852,0.0001332554820692,0.0004322503518778,0.0496552474796772,0.0029337380547076,0.0002426105056656,0.0032352544367313,Garden City,-100.87266,37.97169
96888,STY1650964587,103,USR1606807023,female,34,An authoritative sounding hoax,2020-12-01 12:47:03,"copypasta, elon musk, twitter",1,"Covid-19 death toll passes 300,000 ",Health ,0,25,25,6,en,en,An authoritative sounding hoax,"['web site, website, internet site, site']","['a group of men standing next to each other .', 'a group of men standing next to each other on a field .', 'a couple of men standing next to each other on a field .']",0.0034242363180965,2.2884496502229013e-06,8.054647332755849e-05,0.0002220315800514,0.0006070932140573,8.314089063787833e-05,3.555845614755526e-05,Rome,12.51133,41.89193
96887,STY1650964375,32675,USR1650434732,,21,Labor’s Pacific plan is underdone and risks further politicising foreign policy,2022-04-20 11:35:32,the conversation,1,,,0,30,21,6,en,en,Labor’s Pacific plan is underdone and risks further politicising foreign policy,"['altar', 'flagpole, flagstaff']","['a group of people sitting around a table with food .', 'a group of people sitting around a table with food on it .', 'a group of people sitting around a table with a cake .']",0.0004303946043364,1.1404235920053909e-06,2.828231481544208e-05,7.399519381579012e-05,0.0001264118764083,1.5764420822961256e-05,1.101038924389286e-05,People’s Republic of China,105.0,35.0
96885,STY1650963897,32675,USR1650434732,,21,"As mining activity expands in northern Labrador, COVID-19’s ‘new normal’ difficult to ........",2022-04-20 11:35:32,"covid 19, the conversation",1,,,0,30,21,6,en,en,"As mining activity expands in northern Labrador, COVID-19’s ‘new normal’ difficult to ........","['binoculars, field glasses, opera glasses', 'monitor']","['a man riding a snowboard down a snow covered slope .', 'a man riding a snowboard on top of snow covered ground .', 'a man riding a snowboard on top of a snow covered slope .']",0.0004975334741175,1.814299025681976e-06,4.388079833006486e-05,9.686106932349504e-05,0.0001196638258988,1.904520468087867e-05,1.6207199223572388e-05,Nain,-77.60142,17.96206
96884,STY1650963321,32675,USR1650434732,,21,The Cleveland Indians changed their team name – what’s holding back the Atlanta Braves?,2022-04-20 11:35:32,the conversation,1,,,0,30,21,6,en,en,The Cleveland Indians changed their team name – what’s holding back the Atlanta Braves?,"['torch', 'ballplayer, baseball player']","['a group of people standing next to each other .', 'a crowd of people standing around each other .', 'a group of people standing next to each other holding a flag .']",0.0034189668949693,4.179921688773902e-06,0.0001416269951732,0.0006049696821719,0.0006986284279264,3.808886685874313e-05,6.552240665769204e-05,Atlanta,-84.38798,33.749
96883,STY1650963092,22770,USR1642425119,male,40,Chiellini annuncia l'addio alla Nazionale,2022-01-17 18:41:59,"calcio, giorgio chiellini, juventus",1,,,0,25,15,4,it,it,Chiellini announces goodbye to the national team,"['rugby ball', 'soccer ball']","['a soccer player is kicking a soccer ball .', 'a soccer player kicking a soccer ball on a field .', 'a soccer player is kicking a soccer ball']",0.0004154854395892,1.513820848231262e-06,4.511596125666984e-05,7.936976180644706e-05,0.0001289533829549,2.323458102182485e-05,1.2926157978654372e-05,London,-0.30864,51.49227
96879,STY1650962146,13989,USR1640344031,male,21,Jeff Bezos raises question on Elon Musk’s China link after $44 billion Twitter deal,2021-12-24 16:37:11,"jeff bezos, elon musk, twitter, amazon founder",1,,,0,30,15,4,en,en,Jeff Bezos raises question on Elon Musk’s China link after $44 billion Twitter deal,"['suit, suit of clothes', 'Windsor tie']","['a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone']",0.0007376682478934,2.8155752715974813e-06,6.846254837000743e-05,0.0001197247765958,0.0002491443883627,2.4373626729357056e-05,1.8274136891704984e-05,People’s Republic of China,105.0,35.0
96875,STY1650960230,6002,USR1621001693,others,13,Hindu devotional song added to ‘Britain’s Got Talent’ performance from 2014,2021-05-14 19:44:53,alt news,1,,,0,45,49,22,en,en,Hindu devotional song added to ‘Britain’s Got Talent’ performance from 2014,"['web site, website, internet site, site']","['a man sitting in front of a laptop computer .', 'a man sitting in front of a computer monitor .', 'a man sitting in front of a computer keyboard .']",0.0013041724450886,1.513134156994056e-05,0.0001508650457253,0.0009904343169182,0.0002988141786772,6.289369775913656e-05,0.0002353888557991,English River,55.45409,-4.61176
96874,STY1650959993,6002,USR1621001693,others,13,Old video falsely shared as Delhi Qazi threatening Hindus after Jahangirpuri violence,2021-05-14 19:44:53,alt news,1,,,0,45,49,22,en,en,Old video falsely shared as Delhi Qazi threatening Hindus after Jahangirpuri violence,"['scoreboard', 'comic book']","['a group of people standing next to each other .', 'a group of people standing next to each other in a room .', 'a group of people standing next to each other in front of a sign .']",0.0150549197569489,0.0003874129615724,0.0021208671387284,0.0239811409264802,0.0019586447160691,0.0008220835588872,0.0003226695989724,Delhi,77.23149,28.65195
96873,STY1650959492,8734,USR1630818267,female,22,Twitter Users Greet New Owner Elon Musk In His Own Language - Memes,2021-09-05 10:34:27,"elon musk, twitter",1,,,0,30,25,7,en,en,Twitter Users Greet New Owner Elon Musk In His Own Language - Memes,"['Windsor tie', 'limousine, limo']","['a man in a suit and tie standing in front of a bus .', 'a man in a suit and tie standing next to a woman .', 'a man in a suit and tie standing in front of a bus']",0.0005936741945333,1.051559706866101e-06,3.0251532734837383e-05,6.374191434588283e-05,0.0001911298168124,1.4774910596315747e-05,1.1163613635289948e-05,Amazon,-58.60636,7.39636
96870,STY1650958337,11144,USR1637363068,others,52,Paris Saint-Germain vs Lyon Women's Champions League facts,2021-11-20 04:34:28,"psg, psg féminine, football",1,FDA Clears Covid Boosters for Adults ,Health ,0,14,21,3,en,en,Paris Saint-Germain vs Lyon Women's Champions League facts,"['rugby ball', 'soccer ball']","['a group of young men playing a game of soccer .', 'a group of people playing soccer on a field', 'a group of people playing soccer on a field .']",0.0010740463621914,1.070576581696514e-05,9.151572157861664e-05,0.0007292468217201,0.0002288596733706,4.4356213038554415e-05,0.0001992216857615,Paris,2.3488,48.85341
96866,STY1650957471,29049,USR1647426127,male,12,26. Diary of a Cop : Nauhatta Camp,2022-03-16 15:52:07,"diary of a cop, vikas vaibhav",1,,,0,45,48,21,en,en,26. Diary of a Cop : Nauhatta Camp,"['restaurant, eating house, eating place, eatery', 'grocery store, grocery, food market, market']","['a group of people sitting around a table .', 'a group of people sitting around a table with food .', 'a group of people sitting at a table with food .']",0.0007847818778827,3.883796580339549e-06,6.175563612487167e-05,0.0003067138022743,0.0002372554008616,2.4487648261128925e-05,7.353178079938516e-05,Kaimur Hills,82.59821,24.57444
96865,STY1650957354,23462,USR1642575786,,12,8. Silent pages : Rohtas Fort under Sher Shah Suri,2022-01-19 12:33:06,"silent pages, vikas vaibhav",1,,,0,45,49,22,en,en,8. Silent pages : Rohtas Fort under Sher Shah Suri,"['monastery', 'maze, labyrinth']","['a black and white photo of a stone bench .', 'a black and white photo of a stone bench', 'a black and white photo of a stone building with a clock on it .']",0.0014026159187778,2.2012061890563928e-05,0.0001267560146516,0.0011321811471134,0.0005015156930312,6.953291449462995e-05,0.0002097558608511,Fort Bend County,-95.77089,29.52749
96863,STY1650956703,9220,USR1632727191,male,23,Research links failure anxiety and perfection seeking to burnout,2021-09-27 12:49:51,"health research, health research awareness, Sports",1,,,0,30,15,4,en,en,Research links failure anxiety and perfection seeking to burnout,"['unicycle, monocycle', 'lakeside, lakeshore']","['a man standing on a beach holding a surfboard .', 'a man standing on top of a sandy beach .', 'a man standing on a beach holding a frisbee .']",0.0008260540780611,2.3278860226128018e-06,4.587602597894147e-05,8.767990220803767e-05,0.0002315159508725,3.657146953628399e-05,3.619784547481686e-05,Essex County,-74.24687,40.78707
96860,STY1650955597,13989,USR1640344031,male,21,Banking startup Stashfin now focuses on women with the launch of an exclusive card,2021-12-24 16:37:11,"startup, startup india, unicorn startups, financial inclusion",1,,,0,30,15,4,en,en,Banking startup Stashfin now focuses on women with the launch of an exclusive card,"['jersey, T-shirt, tee shirt', 'velvet']","['a woman in a white shirt and black tie', 'a woman in a white shirt and tie', 'a woman in a white shirt and a black tie']",0.0008283782517537,2.247243173769675e-06,4.891326170763932e-05,0.0002161277952836,0.0002740399795584,1.9492377759888768e-05,5.30705219716765e-05,Republic of Singapore,103.8,1.36667
96859,STY1650955593,17,USR1605631023,male,24,#ElonMusk | Twitter Belongs To An Anti-Trans Meme Creator. How Will Hate Manifest?,2020-11-17 22:07:03,"Technology, Inequality, transgender rights, lgbtq+, transgender, lgbtq, transgender community, lgbtqia+, lgbt, lgbtqia",1,,,0,30,15,4,en,en,#ElonMusk | Twitter Belongs To An Anti-Trans Meme Creator. How Will Hate Manifest?,"['ping-pong ball', 'racket, racquet']","['a man in a suit and tie holding a microphone .', 'a man in a suit and tie sitting in a chair .', 'a man in a suit and tie sitting in front of a microphone .']",0.0498443134129047,0.0001630717597436,0.0009206727845594,0.0523155108094215,0.004485513549298,0.0001646383607294,0.0020852268207818,United States,-98.5,39.76
